country_code,region_name,iata,icao,airport,latitude,longitude
IT,Veneto,VIC,LIPT,Vicenza Airport,45.5734,11.5295
IT,Veneto,VRN,LIPX,Verona Villafranca Airport,45.3957,10.8885
LT,-,VNO,EYVI,Vilnius Airport,54.6341,25.2858
LT,Kauno apskritis,KUN,EYKA,Kaunas International Airport,54.9639,24.0848
LT,Klaipedos apskritis,PLQ,EYPA,Palanga International Airport,55.9732,21.0939
LT,Panevezio apskritis,PNV,EYPP,Panevezys Air Base (Pajuostis Airport),55.7294,24.4608
LT,Siauliu apskritis,SQQ,EYSA,Siauliai International Airport,55.8939,23.395
LU,Luxembourg,LUX,ELLX,Luxembourg Findel Airport,49.6233,6.20444
LV,Daugavpils novads,DGP,EVDA,Daugavpils International Airport,55.9447,26.665
LV,Riga,RIX,EVRA,Riga International Airport,56.9236,23.9711
LV,Ventspils novads,LPX,EVLA,Liepaja International Airport,56.5175,21.0969
LV,Ventspils novads,VNT,EVVA,Ventspils International Airport,57.3578,21.5442
MD,Balti,BZY,LUBL,Balti International Airport,47.8431,27.7772
MD,Chisinau,RMO,LUKK,Chisinau International Airport,46.9277,28.931
ME,Berane,IVG,LYBR,Dolac Airport,42.839,19.862
ME,Pljevlja,ZBK,,Zabljak Airport,43.1167,19.2333
ME,Podgorica,TGD,LYPG,Podgorica Airport,42.3594,19.2519
ME,Tivat,TIV,LYTV,Tivat Airport,42.4047,18.7233
MK,Ohrid,OHD,LWOH,Ohrid St. Paul the Apostle Airport,41.18,20.7423
MK,Skopje,SKP,LWSK,Skopje Alexander the Great Airport,41.9616,21.6214
MT,Luqa,MLA,LMML,Malta International Airport (Luqa Airport),35.8575,14.4775
NL,Drenthe,GRQ,EHGG,Groningen Airport Eelde,53.1197,6.57944
NL,Flevoland,LEY,EHLE,Lelystad Airport,52.4603,5.52722
NL,Fryslan,LWR,EHLW,Leeuwarden Air Base,53.2286,5.76056
NL,Limburg,MST,EHBK,Maastricht Aachen Airport,50.9117,5.77014
NL,Noord-Brabant,EIN,EHEH,Eindhoven Airport,51.4501,5.37453
NL,Noord-Brabant,GLZ,EHGR,Gilze-Rijen Air Base,51.5674,4.93183
NL,Noord-Brabant,UDE,EHVK,Volkel Air Base,51.6564,5.70861
NL,Noord-Brabant,WOE,EHWO,Woensdrecht Air Base,51.4491,4.34203
NL,Noord-Holland,AMS,EHAM,Amsterdam Airport Schiphol,52.3086,4.76389
NL,Noord-Holland,DHR,EHKD,De Kooy Airfield,52.9234,4.78062
NL,Overijssel,ENS,EHTW,Enschede Airport Twente,52.2758,6.88917
NL,Utrecht,UTC,EHSB,Soesterberg Air Base,52.1273,5.27619
NL,Zuid-Holland,RTM,EHRD,Rotterdam The Hague Airport,51.9569,4.43722
NO,Akershus,OSL,ENGM,Oslo Airport,60.1939,11.1004
NO,Buskerud,GLL,ENKL,Gol Airport,60.7911,9.04867
NO,Finnmark,ALF,ENAT,Alta Airport,69.9761,23.3717
NO,Finnmark,BJF,ENBS,Batsfjord Airport,70.6005,29.6914
NO,Finnmark,BVG,ENBV,Berlevag Airport,70.8714,29.0342
NO,Finnmark,HAA,ENHK,Hasvik Airport,70.4867,22.1397
NO,Finnmark,HFT,ENHF,Hammerfest Airport,70.6797,23.6686
NO,Finnmark,HVG,ENHV,Honningsvag Airport,71.0097,25.9836
NO,Finnmark,KKN,ENKR,Kirkenes Airport,69.7258,29.8913
NO,Finnmark,LKL,ENNA,Lakselv Airport,70.0688,24.9735
NO,Finnmark,MEH,ENMH,Mehamn Airport,71.0297,27.8267
NO,Finnmark,VAW,ENSS,Varddo Air,70.3554,31.0449
NO,Finnmark,VDS,ENVD,Vadso Airport,70.0653,29.8447
NO,Hedmark,HMR,ENHA,Hamar Airport,60.8181,11.068
NO,Hordaland,BGO,ENBR,Bergen Airport,60.2934,5.21814
NO,Hordaland,SRP,ENSO,Stord Airport,59.7919,5.34085
NO,More og Romsdal,AES,ENAL,Alesund Airport,62.5625,6.1197
NO,More og Romsdal,HOV,ENOV,Orsta-Volda Airport,62.18,6.0741
NO,More og Romsdal,KSU,ENKB,Kristiansund Airport,63.1118,7.82452
NO,More og Romsdal,MOL,ENML,Molde Airport,62.7447,7.2625
NO,Nord-Trondelag,TRD,ENVA,Trondheim Airport,63.4578,10.924
NO,Nordland,ANX,ENAN,Andoya Airport,69.2925,16.1442
NO,Nordland,BNN,ENBN,Bronnoysund Airport,65.4611,12.2175
NO,Nordland,BOO,ENBO,Bodo Airport,67.2692,14.3653
NO,Nordland,EVE,ENEV,Harstad/Narvik Airport,68.4913,16.6781
NO,Nordland,LKN,ENLK,Leknes Airport,68.1525,13.6094
NO,Nordland,MJF,ENMS,Mosjoen Airport,65.784,13.2149
NO,Nordland,MQN,ENRA,Mo i Rana Airport,66.3639,14.3014
NO,Nordland,NVK,ENNK,Narvik Airport,68.4369,17.3867
NO,Nordland,RET,ENRS,Rost Airport,67.5278,12.1033
NO,Nordland,SKN,ENSK,Stokmarknes Airport,68.5788,15.0334
NO,Nordland,SSJ,ENST,Sandnessjoen Airport,65.9568,12.4689
NO,Nordland,SVJ,ENSH,Svolvaer Airport,68.2433,14.6692
NO,Oppland,VDB,ENFG,Fagernes Airport,61.0156,9.28806
NO,Ostfold,RYG,ENRY,Moss Airport,59.3788,10.7854
NO,Rogaland,HAU,ENHD,Haugesund Airport,59.3453,5.20836
NO,Rogaland,SVG,ENZV,Stavanger Airport,58.8767,5.63778
NO,Sogn og Fjordane,FDE,ENBL,Forde Airport,61.3911,5.75694
NO,Sogn og Fjordane,FRO,ENFL,Floro Airport,61.5836,5.02472
NO,Sogn og Fjordane,SDN,ENSD,Sandane Airport,61.83,6.10583
NO,Sogn og Fjordane,SOG,ENSG,Sogndal Airport,61.1561,7.13778
NO,Sor-Trondelag,OLA,ENOL,Orland Airport,63.6989,9.604
NO,Sor-Trondelag,OSY,ENNM,Namsos Airport,64.4722,11.5786
NO,Sor-Trondelag,RRS,ENRO,Roros Airport,62.5784,11.3423
NO,Sor-Trondelag,RVK,ENRM,Rorvik Airport,64.8383,11.1461
NO,Telemark,NTB,ENNO,Notodden Airport,59.5657,9.21222
NO,Telemark,SKE,ENSN,Skien Airport,59.185,9.56694
NO,Troms,BDU,ENDU,Bardufoss Airport,69.0558,18.5404
NO,Troms,SOJ,ENSR,Sorkjosen Airport,69.7868,20.9594
NO,Troms,TOS,ENTC,Tromse Airport,69.6833,18.9189
NO,Vest-Agder,KRS,ENCN,Kristiansand Airport,58.2042,8.08537
NO,Vestfold,TRF,ENTO,Sandefjord Airport,59.1867,10.2586
PL,Dolnoslaskie,WRO,EPWR,Copernicus Airport Wroclaw,51.1027,16.8858
PL,Kujawsko-pomorskie,BZG,EPBY,Bydgoszcz Ignacy Jan Paderewski Airport,53.0968,17.9777
PL,Lodzkie,LCJ,EPLL,Lodz Wladyslaw Reymont Airport,51.7219,19.3981
PL,Lubelskie,BXP,EPBP,Biala Podlaska Airport,52.0008,23.1325
PL,Lubelskie,LUZ,EPLB,Lublin Airport,51.2403,22.7136
PL,Lubuskie,IEG,EPZG,Zielona Gora Airport,52.1385,15.7986
PL,Malopolskie,KRK,EPKK,John Paul II International Airport Krakow-Balice,50.0777,19.7848
PL,Mazowieckie,RDO,EPRA,Radom Airport,51.3892,21.2133
PL,Mazowieckie,WAW,EPWA,Warsaw Chopin Airport,52.1657,20.9671
PL,Mazowieckie,WMI,EPMO,Warsaw Modlin Airport,52.4511,20.6518
PL,Podlaskie,RZE,EPRZ,Rzeszow-Jasionka Airport,50.11,22.019
PL,Pomorskie,GDN,EPGD,Gdansk Lech Walesa Airport,54.3776,18.4662
PL,Slaskie,CZW,EPRU,Czestochowa-Rudniki Airport,50.885,19.2047
PL,Slaskie,KTW,EPKT,Katowice International Airport,50.4743,19.08
PL,Warminsko-mazurskie,SZY,EPSY,Olsztyn-Mazury Regional Airport,53.4819,20.9377
PL,Wielkopolskie,POZ,EPPO,Poznań–Ławica Henryk Wieniawski Airport,52.421,16.8263
PL,Zachodniopomorskie,OSZ,EPKZ,Koszalin-Zegrze Pomorskie Airport,54.0425,16.2656
PL,Zachodniopomorskie,SZZ,EPSC,Solidarity Szczecin-Goleniow Airport,53.5847,14.9022
PT,Beja,BYJ,LPBJ,Beja Airport,38.0789,-7.9324
PT,Braga,BGZ,LPBR,Braga Airport,41.5871,-8.44514
PT,Braganca,BGC,LPBG,Braganca Airport,41.8578,-6.70713
PT,Coimbra,CBP,LPCO,Coimbra Airport,40.1576,-8.46984
PT,Faro,FAO,LPFR,Faro Airport,37.0144,-7.96591
PT,Faro,PRM,LPPM,Portimao Airport,37.1493,-8.58396
PT,Lisboa,CAT,LPCS,Cascais Municipal Aerodrome,38.725,-9.35523
PT,Lisboa,LIS,LPPT,Lisbon Portela Airport,38.7813,-9.13592
PT,Lisboa,SIE,LPSI,Sines Airport,37.9417,-8.8173
PT,Porto,OPO,LPPR,Francisco Sá Carneiro Airport,41.2356,-8.67806
PT,Regiao Autonoma da Madeira,FNC,LPMA,Madeira Airport,32.6979,-16.7745
PT,Regiao Autonoma da Madeira,PXO,LPPS,Porto Santo Airport,33.0734,-16.35
PT,Regiao Autonoma dos Acores,CVU,LPCR,Corvo Airport,39.6715,-31.1136
PT,Regiao Autonoma dos Acores,FLW,LPFL,Flores Airport,39.4553,-31.1314
PT,Regiao Autonoma dos Acores,GRW,LPGR,Graciosa Airport,39.0922,-28.0298
PT,Regiao Autonoma dos Acores,HOR,LPHR,Horta Airport,38.5199,-28.7159
PT,Regiao Autonoma dos Acores,PDL,LPPD,Joao Paulo II Airport,37.7412,-25.6979
PT,Regiao Autonoma dos Acores,PIX,LPPI,Pico Airport,38.5543,-28.4413
PT,Regiao Autonoma dos Acores,SJZ,LPSJ,Sao Jorge Airport,38.6655,-28.1758
PT,Regiao Autonoma dos Acores,SMA,LPAZ,Santa Maria Airport,36.9714,-25.1706
PT,Regiao Autonoma dos Acores,TER,LPLA,Lajes Field,38.7618,-27.0908
PT,Vila Real,CHV,LPCH,Chaves Airport,41.7224,-7.46306
PT,Vila Real,VRL,LPVR,Vila Real Airport,41.2743,-7.72047
PT,Viseu,VSE,LPVZ,Viseu Airport,40.7255,-7.88899
RO,Arad,ARW,LRAR,Arad International Airport,46.1766,21.262
RO,Bacau,BCM,LRBC,Bacau International Airport,46.5219,26.9103
RO,Bihor,OMR,LROD,Oradea International Airport,47.0253,21.9025
RO,Caras-Severin,CSB,LRCS,Caransebes Airport,45.42,22.2533
RO,Cluj,CLJ,LRCL,Cluj-Napoca International Airport,46.7852,23.6862
RO,Constanta,CND,LRCK,Mihail Kogalniceanu International Airport,44.3622,28.4883
RO,Dolj,CRA,LRCV,Craiova International Airport,44.3181,23.8886
RO,Iasi,IAS,LRIA,Iasi International Airport,47.1785,27.6206
RO,Ilfov,OTP,LROP,Bucharest Henri Coandă International Airport,44.5711,26.085
RO,Maramures,BAY,LRBM,Baia Mare Airport,47.6606,23.4673
RO,Mures,TGM,LRTM,Targu Mures International Airport,46.4677,24.4125
RO,Satu Mare,SUJ,LRSM,Satu Mare International Airport,47.7033,22.8857
RO,Sibiu,SBZ,LRSB,Sibiu International Airport,45.7856,24.0913
RO,Suceava,SCV,LRSV,Suceava International Airport (Stefan cel Mare Int'l),47.6875,26.3541
RO,Timis,TSR,LRTR,Timisoara Traian Vuia International Airport,45.8099,21.3379
RO,Tulcea,TCE,LRTC,Tulcea Danube Delta Airport,45.0625,28.7143
RS,Beograd,BEG,LYBE,Belgrade Nikola Tesla Airport,44.8184,20.3091
RS,Beograd,BJY,LYBT,Batajnica Air Base,44.9353,20.2575
RS,Nisavski okrug,INI,LYNI,Nis Constantine the Great Airport,43.3373,21.8537
RS,Zlatiborski okrug,UZC,LYUZ,Uzice-Ponikve Airport,43.898,19.6972
RU,"Altay, Respublika",RGK,UNBG,Gorno-Altaysk Airport,51.9667,85.8333
RU,Altayskiy kray,BAX,UNBB,Barnaul Airport,53.3638,83.5385
RU,Amurskaya oblast',BQS,UHBB,Ignatyevo Airport,50.4254,127.412
RU,Amurskaya oblast',GDG,UHBI,Magdagachi Airport,53.4733,125.795
RU,Amurskaya oblast',TYD,UHBW,Tynda Airport,55.2842,124.779
RU,Arkhangel'skaya oblast',ARH,ULAA,Talagi Airport,64.6003,40.7167
RU,Arkhangel'skaya oblast',CSH,ULAS,Solovki Airport,65.03,35.7333
RU,Arkhangel'skaya oblast',KSZ,ULKK,Kotlas Airport,61.2358,46.6975
RU,Arkhangel'skaya oblast',LDG,ULAL,Leshukonskoye Airport,64.896,45.723
RU,Astrakhanskaya oblast',ASF,URWA,Narimanovo Airport,46.2833,48.0063
RU,"Bashkortostan, Respublika",BCX,UWUB,Beloretsk Airport,53.9381,58.34
RU,"Bashkortostan, Respublika",NEF,UWUF,Neftekamsk Airport,56.1069,54.3472
RU,"Bashkortostan, Respublika",OKT,UWUK,Oktyabrsky Airport,54.44,53.3883
RU,"Bashkortostan, Respublika",UFA,UWUU,Ufa International Airport,54.5575,55.8744
RU,Belgorodskaya oblast',EGO,UUOB,Belgorod International Airport,50.6438,36.5901
RU,Bryanskaya oblast',BZK,UUBP,Bryansk International Airport,53.2142,34.1764
RU,"Buryatiya, Respublika",TLK,UECT,Talakan Airport,59.8764,111.044
RU,"Buryatiya, Respublika",UUD,UIUU,Baikal International Airport,51.8078,107.438
RU,Chechenskaya Respublika,GRV,URMG,Grozny Airport,43.3883,45.6986
RU,Chelyabinskaya oblast',CEK,USCC,Chelyabinsk Airport,55.3058,61.5033
RU,Chelyabinskaya oblast',MQF,USCM,Magnitogorsk International Airport,53.3931,58.7557
RU,Chukotskiy avtonomnyy okrug,DYR,UHMA,Ugolny Airport,64.7349,177.741
RU,Chukotskiy avtonomnyy okrug,KPW,UHMK,Keperveyem Airport,67.845,166.14
RU,Chukotskiy avtonomnyy okrug,KVM,UHMO,Markovo Airport,64.667,170.417
RU,Chukotskiy avtonomnyy okrug,PVS,UHMD,Provideniya Bay Airport,64.3781,-173.243
RU,Chukotskiy avtonomnyy okrug,PWE,UHMP,Pevek Airport,69.7833,170.597
RU,Chuvashskaya Respublika,CSY,UWKS,Cheboksary Airport,56.0903,47.3473
RU,"Dagestan, Respublika",MCX,URML,Uytash Airport,42.8168,47.6523
RU,"Ingushetiya, Respublika",IGT,URMS,Magas Airport (Sleptsovskaya Airport),43.3223,45.0126
RU,Irkutskaya oblast',BTK,UIBB,Bratsk Airport,56.3706,101.698
RU,Irkutskaya oblast',ERG,UIKE,Erbogachen Airport,61.275,108.03
RU,Irkutskaya oblast',IKT,UIII,International Airport Irkutsk,52.268,104.389
RU,Irkutskaya oblast',IWA,UUBI,Ivanovo Yuzhny Airport,56.9394,40.9408
RU,Irkutskaya oblast',KCK,UIKK,Kirensk Airport,57.773,108.064
RU,Irkutskaya oblast',ODO,UIKB,Bodaybo Airport,57.8661,114.243
RU,Irkutskaya oblast',UIK,UIBS,Ust-Ilimsk Airport,58.1361,102.565
RU,Irkutskaya oblast',UKX,UITT,Ust-Kut Airport,56.8567,105.73
RU,Kabardino-Balkarskaya Respublika,NAL,URMN,Nalchik Airport,43.5129,43.6366
RU,Kaliningradskaya oblast',KGD,UMKK,Khrabrovo Airport,54.89,20.5926
RU,"Kalmykiya, Respublika",ESL,URWI,Elista Airport,46.3739,44.3309
RU,Kaluzhskaya oblast',KLF,UUBC,Grabtsevo Airport,54.55,36.3667
RU,Kamchatskiy kray,PKC,UHPP,Petropavlovsk-Kamchatsky Airport (Yelizovo Airport),53.1679,158.454
RU,"Kareliya, Respublika",PES,ULPB,Petrozavodsk Airport (Besovets Airport),61.8852,34.1547
RU,Kemerovskaya oblast',KEJ,UNEE,Kemerovo International Airport,55.2701,86.1072
RU,Kemerovskaya oblast',NOZ,UNWW,Spichenkovo Airport,53.8114,86.8772
RU,Khabarovskiy kray,BQG,UHNB,Bogorodskoye Airport,52.38,140.448
RU,Khabarovskiy kray,GVN,UHKM,Sovetskaya Gavan Airport,48.927,140.034
RU,Khabarovskiy kray,KHV,UHHH,Khabarovsk Novy Airport,48.528,135.188
RU,Khabarovskiy kray,KXK,UHKK,Komsomolsk-on-Amur Airport,50.409,136.934
RU,Khabarovskiy kray,NLI,UHNN,Nikolayevsk-on-Amur Airport,53.155,140.65
RU,Khabarovskiy kray,OHO,UHOO,Okhotsk Airport,59.4101,143.057
RU,"Khakasiya, Respublika",ABA,UNAA,Abakan International Airport,53.74,91.385
RU,Khanty-Mansiyskiy avtonomnyy okrug,EYK,USHQ,Beloyarsk Airport,63.6869,66.6986
RU,Khanty-Mansiyskiy avtonomnyy okrug,EZV,,Beryozovo Airport,63.921,65.0305
RU,Khanty-Mansiyskiy avtonomnyy okrug,HMA,USHH,Khanty-Mansiysk Airport,61.0285,69.0861
RU,Khanty-Mansiyskiy avtonomnyy okrug,IRM,USHI,Igrim Airport,63.1988,64.4393
RU,Khanty-Mansiyskiy avtonomnyy okrug,KGP,USRK,Kogalym International Airport,62.1904,74.5338
RU,Khanty-Mansiyskiy avtonomnyy okrug,KXD,USHK,Kondinskoye Airport,59.6551,67.43
RU,Khanty-Mansiyskiy avtonomnyy okrug,NFG,USRN,Nefteyugansk Airport,61.1083,72.65
RU,Khanty-Mansiyskiy avtonomnyy okrug,NJC,USNN,Nizhnevartovsk Airport,60.9493,76.4836
RU,Khanty-Mansiyskiy avtonomnyy okrug,NYA,USHN,Nyagan Airport,62.11,65.615
RU,Khanty-Mansiyskiy avtonomnyy okrug,OVS,USHS,Sovetsky Airport,61.3266,63.6019
RU,Khanty-Mansiyskiy avtonomnyy okrug,RAT,USNR,Raduzhny Airport,62.1586,77.3289
RU,Khanty-Mansiyskiy avtonomnyy okrug,SGC,USRR,Surgut International Airport,61.3437,73.4018
RU,Khanty-Mansiyskiy avtonomnyy okrug,URJ,USHU,Uray Airport,60.1033,64.8267
RU,Kirovskaya oblast',KVX,USKK,Pobedilovo Airport,58.5033,49.3483
RU,"Komi, Respublika",INA,UUYI,Inta Airport,66.0548,60.1103
RU,"Komi, Respublika",PEX,UUYP,Pechora Airport,65.1211,57.1308
RU,"Komi, Respublika",SCW,UUYY,Syktyvkar Airport,61.647,50.8451
RU,"Komi, Respublika",UCT,UUYH,Ukhta Airport,63.5669,53.8047
RU,"Komi, Respublika",USK,UUYS,Usinsk Airport,66.0047,57.3672
RU,"Komi, Respublika",UTS,UUYX,Ust-Tsilma Airport,65.4373,52.2003
RU,"Komi, Respublika",VKT,UUYW,Vorkuta Airport,67.4886,63.9931
RU,Kostromskaya oblast',KMW,UUBA,Kostroma Airport,57.7969,41.0194
RU,Krasnodarskiy kray,AAQ,URKA,Anapa Airport,45.0021,37.3473
RU,Krasnodarskiy kray,AER,URSS,Sochi International Airport,43.4499,39.9566
RU,Krasnodarskiy kray,EIK,,Yeysk Airport,46.68,38.21
RU,Krasnodarskiy kray,GDZ,URKG,Gelendzhik Airport,44.5821,38.0125
RU,Krasnodarskiy kray,KRR,URKK,Krasnodar International Airport (Pashkovsky Airport),45.0347,39.1705
RU,Krasnodarskiy kray,NOI,,Novorossiysk Airport,44.4016,37.7779
RU,Krasnoyarskiy kray,ACS,UNKS,Achinsk Airport,56.2683,90.5708
RU,Krasnoyarskiy kray,DKS,UODD,Dikson Airport,73.5178,80.3797
RU,Krasnoyarskiy kray,EIE,UNII,Yeniseysk Airport,58.4742,92.1125
RU,Krasnoyarskiy kray,HTG,UOHH,Khatanga Airport,71.9781,102.491
RU,Krasnoyarskiy kray,IAA,UOII,Igarka Airport,67.4372,86.6219
RU,Krasnoyarskiy kray,KJA,UNKL,Yemelyanovo International Airport,56.1729,92.4933
RU,Krasnoyarskiy kray,NSK,UOOO,Alykel Airport,69.3111,87.3322
RU,Krasnoyarskiy kray,TGP,UNIP,Podkamennaya Tunguska Airport,61.5897,89.994
RU,Krasnoyarskiy kray,THX,UOTT,Turukhansk Airport,65.7972,87.9353
RU,Kurganskaya oblast',KRO,USUU,Kurgan Airport,55.4753,65.4156
RU,Kurskaya oblast',URS,UUOK,Kursk Vostochny Airport,51.7506,36.2956
RU,Leningradskaja oblast,RVH,ULSS,Rzhevka Airport,59.98,30.5883
RU,Leningradskaya oblast',LED,ULLI,Pulkovo Airport,59.8003,30.2625
RU,Lipetskaya oblast',LPK,UUOL,Lipetsk Airport,52.7028,39.5378
RU,Magadanskaya oblast',GDX,UHMM,Sokol Airport,59.911,150.72
RU,Magadanskaya oblast',SWV,UHMW,Severo-Evensk Airport,29.1667,70.4333
RU,"Mariy El, Respublika",JOK,UWKJ,Yoshkar-Ola Airport,56.7006,47.9047
RU,"Mordoviya, Respublika",SKX,UWPS,Saransk Airport,54.1251,45.2123
RU,Moskovskaya Oblast,BKA,UUBB,Bykovo Airport,55.6226,38.0661
RU,Moskovskaya oblast,SVO,UUEE,Sheremetyevo Alexander S. Pushkin International Airport,55.9728,37.4147
RU,Moskovskaya oblast',CKL,UUMU,Chkalovsky Airport,55.8783,38.0617
RU,Moskva,OSF,UUMO,Ostafyevo International Airport,55.5117,37.5072
RU,Moskva,ZIA,UUBW,Ramenskoye Airport (Zhukovsky Airport),55.5533,38.15
RU,Murmanskaya oblast',KVK,ULMK,Kirovsk-Apatity Airport (Khibiny Airport),67.4633,33.5883
RU,Murmanskaya oblast',MMK,ULMM,Murmansk Airport,68.7817,32.7508
RU,Nenetskiy avtonomnyy okrug,AMV,ULDD,Amderma Airport,69.7633,61.5564
RU,Nenetskiy avtonomnyy okrug,NNM,ULAM,Naryan-Mar Airport,67.64,53.1219
RU,Nenetskiy avtonomnyy okrug,VRI,ULDW,Varandey Airport,68.8485,58.2014
RU,Nizhegorodskaya oblast,NVR,ULNN,Novgorod Airport,58.4933,31.2417
RU,Nizhegorodskaya oblast',GOJ,UWGG,Nizhny Novgorod International Airport (Strigino Airport),56.2301,43.784
RU,Novosibirskaya oblast',OVB,UNNT,Tolmachevo Airport,55.0126,82.6507
RU,Omskaya oblast',OMS,UNOO,Omsk Tsentralny Airport,54.967,73.3105
RU,Orenburgskaya oblast',OSW,UWOR,Orsk Airport,51.0725,58.5956
RU,Orenburgskaya oblast',REN,UWOO,Orenburg Tsentralny Airport,51.7958,55.4567
RU,Orlovskaya oblast',OEL,UUOR,Oryol Yuzhny Airport,52.9347,36.0022
RU,Penzenskaya oblast',PEZ,UWPP,Penza Airport (Ternovka Airport),53.1106,45.0211
RU,Permskiy kray,PEE,USPP,Perm International Airport (Bolshoye Savino Airport),57.9145,56.0212
RU,Primorskiy kray,AEM,UHTG,Amgu Airport,45.8413,137.674
RU,Primorskiy kray,KVR,,Kavalerovo Airport,44.2726,135.029
RU,Primorskiy kray,TLY,UHWP,Plastun Airport,44.815,136.292
RU,Primorskiy kray,VVO,UHWW,Vladivostok International Airport,43.399,132.148
RU,Pskovskaya oblast',PKV,ULOO,Pskov Airport,57.7839,28.3956
RU,Pskovskaya oblast',VLU,ULOL,Velikiye Luki Airport,56.3811,30.6081
RU,Rostovskaya Oblast,RVI,URRR,Rostov-on-Don Airport,47.2583,39.8183
RU,Rostovskaya oblast',ROV,URRP,Platov International Airport,47.4939,39.9247
RU,Rostovskaya oblast',TGK,URRT,Taganrog Airport,47.1983,38.8492
RU,Rostovskaya oblast',VLK,URRY,Volgodonsk Airport,47.6821,42.0728
RU,Ryazanskaya oblast',RZN,UUWR,Turlatovo Airport,54.5559,39.8552
RU,"Saha, Respublika",ADH,UEEA,Aldan Airport,58.6028,125.409
RU,"Saha, Respublika",BGN,UESG,Belaya Gora Airport,68.5566,146.232
RU,"Saha, Respublika",BQJ,,Batagay Airport,67.648,134.695
RU,"Saha, Respublika",CKH,UESO,Chokurdakh Airport,70.6231,147.902
RU,"Saha, Respublika",CYX,UESS,Chersky Airport,68.7406,161.338
RU,"Saha, Respublika",DPT,,Deputatsky Airport,69.3925,139.89
RU,"Saha, Respublika",GYG,UEMM,Magan Airport,62.1035,129.545
RU,"Saha, Respublika",IKS,UEST,Tiksi Airport,71.6977,128.903
RU,"Saha, Respublika",KDY,UEMH,Teply Klyuch Airport,62.789,136.855
RU,"Saha, Respublika",MJZ,UERR,Mirny Airport,62.5347,114.039
RU,"Saha, Respublika",MQJ,UEMA,Moma Airport,66.4509,143.262
RU,"Saha, Respublika",NER,UELL,Chulman Neryungri Airport,56.9139,124.914
RU,"Saha, Respublika",NYR,UENN,Nyurba Airport,63.295,118.337
RU,"Saha, Respublika",OLZ,UEMO,Olyokminsk Airport,60.3975,120.471
RU,"Saha, Respublika",ONK,UERO,Olenyok Airport,68.515,112.48
RU,"Saha, Respublika",PYJ,UERP,Polyarny Airport,66.4004,112.03
RU,"Saha, Respublika",SEK,UESK,Srednekolymsk Airport,67.4805,153.736
RU,"Saha, Respublika",SUK,UEBS,Sakkyryr Airport,67.792,130.394
RU,"Saha, Respublika",SUY,UENS,Suntar Airport,62.185,117.635
RU,"Saha, Respublika",SYS,UERS,Saskylakh Airport,71.9279,114.08
RU,"Saha, Respublika",UKG,UEBT,Ust-Kuyga Airport,70.011,135.645
RU,"Saha, Respublika",ULK,UERL,Lensk Airport,60.7206,114.826
RU,"Saha, Respublika",UMS,UEMU,Ust-Maya Airport,60.357,134.435
RU,"Saha, Respublika",USR,UEMT,Ust-Nera Airport,64.55,143.115
RU,"Saha, Respublika",VHV,UENI,Verkhnevilyuysk Airport,63.4581,120.269
RU,"Saha, Respublika",VYI,UENW,Vilyuysk Airport,63.7567,121.693
RU,"Saha, Respublika",YKS,UEEE,Yakutsk Airport,62.0933,129.771
RU,"Saha, Respublika",ZIX,UEVV,Zhigansk Airport,66.7965,123.361
RU,"Saha, Respublika",ZKP,UESU,Zyryanka Airport,65.7485,150.889
RU,Sakhalinskaya oblast',BVV,UHSB,Burevestnik Airport,44.92,147.622
RU,Sakhalinskaya oblast',DEE,UHSM,Yuzhno-Kurilsk Mendeleyevo Airport,43.9584,145.683
RU,Sakhalinskaya oblast',EKS,UHSK,Shakhtyorsk Airport,49.1903,142.083
RU,Sakhalinskaya oblast',ITU,UHSI,Iturup Airport,45.2564,147.955
RU,Sakhalinskaya oblast',NGK,UHSN,Nogliki Airport,51.7801,143.139
RU,Sakhalinskaya oblast',OHH,UHSH,Okha Airport (Novostroyka Airport),53.52,142.89
RU,Sakhalinskaya oblast',UUS,UHSS,Yuzhno-Sakhalinsk Airport (Khomutovo Airport),46.8887,142.718
RU,Sakhalinskaya oblast',ZZO,UHSO,Zonalnoye Airport,50.6692,142.761
RU,Samarskaya oblast',KUF,UWWW,Kurumoch International Airport,53.5049,50.1643
RU,Saratovskaya oblast',BWO,UWSB,Balakovo Airport,51.8583,47.7456
RU,Saratovskaya oblast',GSV,,Saratov Gagarin Airport,51.7128,46.1711
RU,Saratovskaya oblast',RTW,UWSS,Saratov Tsentralny Airport,51.565,46.0467
RU,"Severnaya Osetiya, Respublika",OGZ,URMO,Beslan Airport,43.2051,44.6066
RU,Smolenskaya oblast',LNX,UUBS,Smolensk South Airport,54.824,32.025
RU,Stavropol'skiy kray,MRV,URMM,Mineralnye Vody Airport,44.2251,43.0819
RU,Stavropol'skiy kray,STW,URMT,Stavropol Shpakovskoye Airport,45.1092,42.1128
RU,Sverdlovskaya oblast',SVX,USSS,Koltsovo International Airport,56.7431,60.8027
RU,Tambovskaya oblast',TBW,UUOT,Tambov Donskoye Airport,52.8061,41.4828
RU,"Tatarstan, Respublika",KZN,UWKD,Kazan International Airport,55.6062,49.2787
RU,"Tatarstan, Respublika",NBC,UWKE,Begishevo Airport,55.5647,52.0925
RU,"Tatarstan, Respublika",UUA,UWKB,Bugulma Airport,54.64,52.8017
RU,Tomskaya oblast',SWT,UNSS,Strezhevoy Airport,60.7094,77.66
